text,datetime,text_clean,sentiment
99% das pessoas que não gostam do Bolsonaro são assim! Não sabem NADA do que estão falando e nem conhecem o seu próprio candidato. TEM PREGUIÇA DE ESTUDAR. #DebateNaGlobo https://t.co/2CxWtfky3L,2018-10-05 00:16:03+00:00,99 pessoa gostar bolsonaro nado falar e conhecer o candidatar preguiçar estudar debatenaglobo,-1.0
"@AlanaCampanha Você acha que a globo, a folha de são paulo, o instituto data folha é a favor de Bolsonaro?  eles nã… https://t.co/H9THdD0kMD",2018-10-04 21:52:29+00:00,@alanacampanha achar o globo o folhar paulo o instituto datar folhar o bolsonaro nã …,0.0
"Numa conversa de poucos minutos, Bolsonaro foi interrompido várias vezes pelo seu enfermeiro. O ódio da esquerda, alimentado pela mídia e por todo o establishment, é real e tem consequências graves. Precisamos nos livrar dessa ideologia odiosa. #BolsonaroNaRecord",2018-10-04 23:12:35+00:00,converso minuto bolsonaro interromper vezar pelar enfermeiro o ódio esquerdo alimentar pelar mídia e o establishment real e consequência grave precisar o livrar d ideologia odioso bolsonaronarecord,-1.0
O Meirelles é essencialmente o Grupo (de Meu Malvado Favorito) só que sem qualquer charme ou graça.,2018-10-04 23:43:34+00:00,o meirelles essencialmente o grupar malvado favorito só charme graça,-1.0
"eu me indigno cada vez mais em ver uma mulher/gay/negro votar no bolsonaro, as pessoas só parecem inteligentes.",2018-10-04 22:04:57+00:00,indignar umar mulher gay negro votar o bolsonaro o pessoa só parecer inteligente,-1.0
"Padre José, Delegado Motinha e seu Richard formam a mesa redonda de debate da vida alheia em Greenville.  #AIndomadaNoVIVA",2018-10-05 00:05:54+00:00,padrar josé delegar mota e richard formar o mesa redondo debater vidar alheio greenville aindomadanoviva,0.0
Queria ver o debate mas to fingindo q to dormindo,2018-10-04 23:40:50+00:00,querer o debater to fingir q to dormir,-1.0
o alvaro tá raiado,2018-10-04 23:01:58+00:00,o alvaro tá raiar,0.0
Boulos acabou de pisar muito segundo a gíria jovem,2018-10-04 23:55:37+00:00,boulos acabar pisar segundar o gírio jovem,1.0
AH NÃO BICHO O CIRO ENSINANDO ATÉ O BONNER............ QUE HOMEM!!!!!!,2018-10-05 00:16:32+00:00,ah bichar o ciro ensinar o bonner ............ homem,1.0
"O cara dá entrevista pro Casoy, pro Datena, faz transmissão ao vivo mas não pode ir num debate.  Curioso momento esse do país em que a gente vê um monte de empresário exaltando uma pessoa que apela pra atestado médico pra fugir de suas funções.
#arregão",2018-10-05 00:40:34+00:00,o caro entrevisto pro casoy pro datena transmissão o o viver debater curioso país o gente montar empresário exaltar umar pessoa apelar pra atestar médico pra fugir suar função arregão,-1.0
Boulos pede que os eleitores não votem com ódio nem medo.,2018-10-05 00:47:51+00:00,boulos pedir o eleitor votar ódio medo,0.0
"Collor não foi em debate no primeiro turno.
FHC não foi em debates.
Lula não foi em debates no primeiro turno em 2006.

Mas o Bolsonaro, que acabou de sair do hospital, Pq sofreu uma tentativa de HOMICÍDIO, tem que ir para te agradar Ciro?

Me ajuda aí né, SARDINHA............",2018-10-04 22:01:45+00:00,collor debater o turno fhc debater lula debater o turno 2006 o bolsonaro acabar sair hospital pq sofrer umar tentativo homicídio parir agradar ciro ajudar né sardinha ............,-1.0
"#DebateNaGlobo 

Assim com o Meirelles estou a espera de ser arrebatada desta vida https://t.co/cqstf1PcmD",2018-10-04 22:23:25+00:00,debatenaglobo o meirelles o esperar arrebatar d vidar,-1.0
"ESSE BOULOS FOI CRIADO PELA VOVÓ DELE ,PODE ESCREVER...",2018-10-04 23:59:17+00:00,boulos criar pelar vovô d escrever,-1.0
"#MARINASILVA, #BOLSONARO NÃO AMARELOU. Ele levou uma facada de Adélio Silva. Deveria ficar calada, parar de dizer a… https://t.co/Lk0j2Mba48",2018-10-04 23:29:40+00:00,marinasilva bolsonaro amarelar levar umar facada adélio silvar dever ficar calar parar o …,-1.0
ESSE DEBATE É DO CIRO E DO BOULOS DOIS REIS SIM E CIRO VAI PRO SEGUNDO TURNO E VAI SER PRESIDENTE #TsunamiCIRO #DebateNaGlobo,2018-10-05 00:29:33+00:00,debater ciro e boulos rei e ciro pro segundar turno e presidente tsunamiciro debatenaglobo,1.0
KKKKKKKKKKKKKK HADDAD NAO CONSEGUSEERER MEU DEUSSSSSSSS QUE ODIO,2018-10-04 23:04:50+00:00,kkkkkkkkkkkkkk haddad nao conseguseerer deussssssss odio,-1.0
"Romeu Zema, do Partido Novo, pediu votos pra Bolsonaro e subiu de 9% para 15%. Vamos tirar o Pimentel do segundo turno, mineiros? 
#VemComBolsonaro17",2018-10-04 22:02:13+00:00,romeu zema pedir voto pra bolsonaro e subir 9 parir 15 tirar o pimentel segundar turno mineiro vemcombolsonaro17,0.0
"@MomentsBrasil VAI FALAR ISSO NO DEBATE, PALHAÇO!",2018-10-04 23:49:09+00:00,@momentsbrasil falar o debater palhaço,-1.0
"BOLSONARO consegue estar em dois lugares ao mesmo tempo.

Além de estar na RECORD,
no debate na GLOBO

HADDAD só fala dele
ALCKMIN só fala dele
BOULOS só fala dele
MARINA só fala dele
CIRO só fala dele

BOLSONARO domina o debate político!!!

#BolsonaroNaRecord 1️⃣7️⃣💚💛",2018-10-05 00:19:09+00:00,bolsonaro conseguir o o o record o debater o globo haddad só falir d alckmin só falir d boulos só falir d marino só falir d ciro só falir d bolsonaro dominar o debater político bolsonaronarecord 1️⃣7️⃣ 💚 💛,1.0
"Ciro e Marina unidos contra o Bonoro. QUE HINO, MEUS AMIGOS. QUE HINO! #DebateNaGlobo",2018-10-04 22:18:07+00:00,ciro e marino unir o bonoro hino amigo hino debatenaglobo,1.0
"“Teve mãe que não pode enterrar o filho [...] Se você vai poder votar é porque teve quem deu a vida por isso. [...] Temos que dar um grito, botar a bola no chão e dizer: ditadura nunca mais.”

CARALHO QUE DISCURSO BOULOS

EU NEM VOTO EM VOCÊ MAS QUE DISCURSO FODA

 #DebateNaGlobo https://t.co/NJ8fGgKlbI",2018-10-04 22:44:21+00:00,“ mãe enterrar o filhar votar o vidar gritar botar o bolar o chão e ditadura caralho discursar boulos votar discursar foder debatenaglobo,1.0
"Boulos que 😍 Haddad que 😍 Ciro que 😍 Marina que 😍 Dias, que 😍Alckmin.
Capitão J. Pinto Fernandes totalmente entra nesta história.",2018-10-04 23:37:03+00:00,boulos 😍 haddad 😍 ciro 😍 marino 😍 😍 alckmin capitão j. pintar fernandes totalmente entrar n história,1.0
"#DebateNaGlobo
Nao chama o meireles",2018-10-04 23:46:03+00:00,debatenaglobo nao chamar o meireles,0.0
A verdade é que muitas pessoas falam do Bolsonaro e nem sequer sabem sobre ele e vão contra ele por ouvir mentiras que inventam,2018-10-05 00:21:05+00:00,o pessoa falir bolsonaro e sequer sobrar e ouvir mentira inventar,-1.0
"Grave você também um vídeo usando seu celular na horizontal contando: ""QUE PRESIDENTE VOCÊ QUER PARA O FUTURO?"" E p… https://t.co/ApLtQn7nVu",2018-10-05 00:40:59+00:00,gravar vídeo celular o horizontal contar presidente querer parir o futurar e p …,0.0
"""Essa divisão não vai permitir que o Brasil supere a crise. Eu peço humildemente uma oportunidade. Ganho do Haddad e do Bolsonaro no 2º turno, mas preciso do seu voto"" - Ciro Gomes, PDT https://t.co/BdvXlnM879",2018-10-05 00:48:40+00:00,divisão permitir o brasil superar o crise pedir humildemente umar oportunidade ganhar haddad e bolsonaro o 2º turno precisar votar ciro gomar pdt,0.0
"Boulos falando sobre os riscos de uma nova de DITADURA foi um dos melhores e mais chocantes momentos dos ultimos debates
#DebateNaGlobo  https://t.co/drRTKFqzzp",2018-10-05 00:16:32+00:00,boulos falar sobrar o risco umar ditadura melhorar e chocante ultimos debater debatenaglobo,1.0
alguém tira o álvaro dias do debate,2018-10-04 23:02:07+00:00,alguém tirar o álvaro debater,-1.0
Ciro e Marina  ❤️ Pena que só pode votar em 1 #DebateNaGlobo https://t.co/MGCiBIfCEI,2018-10-05 00:21:24+00:00,ciro e marino ❤ ️ peno só votar 1 debatenaglobo,1.0
"""Lamentável vc não reconhecer NENHUM ERRO. Vários casos de corrupção, o bolsa empresário...Vc tem a oportunidade de reconhecer os erros e não faz, não pede desculpas. Não há problema em reconhecer erros.""
Marina 100000000 X 0 Haddad.
QUE MULHER FANTÁSTICA!!!!  #DebateNaGlobo",2018-10-04 23:39:16+00:00,lamentável vc reconhecer nenhum errar vário caso corrupção o bolsar empresário vc o oportunidade reconhecer o erro e pedir desculpar haver problema reconhecer erro marino 100000000 x 0 haddad mulher fantástico debatenaglobo,1.0
"Boulos, o cara que disse Ditadura nunca mais, é o mesmo cujo partido apoia ditaduras como Cuba, Venezuela e quejandos?
Só pra saber mesmo....",2018-10-04 22:48:13+00:00,boulos o caro ditadura o cujo apoiar ditadura comer cubar venezuela e quejando só pra ....,-1.0
"BOULOS: A

EU: https://t.co/34jPWsjRnP",2018-10-05 00:00:19+00:00,boulos o,0.0
"Tinha um cara lindo no jogo. Cheguei a tirar foto dele pra por no ""te vi no estádio"". No intervalo o cara e mais 3… https://t.co/WweQGdct6T",2018-10-04 22:06:08+00:00,caro lindar o jogar chegar o tirar foto d pra o vir o estádio o intervalar o caro e 3 …,0.0
Esse debate em kkkkkkkk,2018-10-04 22:23:53+00:00,debater kkkkkkkk,0.0
Marina falou bonito agora #DebateNaGlobo,2018-10-04 23:28:51+00:00,marino falar bonito debatenaglobo,1.0
ciro presidente e boulos vice... SERIA TUDO NA MINHA VIDA,2018-10-04 23:40:22+00:00,ciro presidente e boulos viçar seriar o vidar,1.0
"Domingo tá aí gente, votem consciente, votem 12!!!!! Vamos levar esse homem pro 2º turno POR FAVOR!!!! CIRO NELESSSSSSSS #DebateNaGlobo https://t.co/e10Edf7xpz",2018-10-05 00:49:42+00:00,domingo tá gente votar consciente votar 12 levar homem pro 2º turno ciro nelessssssss debatenaglobo,1.0
"#BolsonaroNaRecord 
Parece que os amiguinhos não conseguiram barrar a entrevista do presidente.. Está ficando cada vez mais difícil segurar a onda Bolsonaro. Chupa esquerda..",2018-10-04 22:21:18+00:00,bolsonaronarecord parecer o amigo conseguir barrar o entrevisto presidente .. ficar difícil segurar o onda bolsonaro chupar esquerdo ..,-1.0
esse Álvaro Dias não consegue nem seguir regras quem diria governar um país,2018-10-04 23:06:51+00:00,álvaro conseguir seguir regrar governar país,-1.0
"Nao perca a aula no Debate da Globo com o professor Ciro, daqui a pouco!

#TsunamiCIRO",2018-10-04 22:00:50+00:00,nao perder o aula o debater globo o professor ciro d o tsunamiciro,1.0
Nova pesquisa mostra Bolsonaro com 30% e Haddad com 25% https://t.co/GlyZ0dE17q via @brasil247,2018-10-05 00:01:31+00:00,pesquisar mostrar bolsonaro 30 e haddad 25 @brasil247,0.0
"mas num é msm, ao menos foi muito coerente",2018-10-04 23:33:18+00:00,msm o o coerente,0.0
Ciro jogando vôlei com a Marina #DebateNaGlobo,2018-10-04 22:12:32+00:00,ciro jogar vôlei o marino debatenaglobo,-1.0
Haddad falou muito bem. PSDB entre outros partidos ajudaram a acabar com o governo de Dilma e a economia brasileira.,2018-10-04 22:16:39+00:00,haddad falar psdb entrar ajudar o acabar o governar dilma e o economia brasileiro,1.0
"Marina está certíssima. A pergunta que não quer calar é por que ela sumiu e se calou nos últimos ao invés de colocar a boca no trombone? Se tivesse feito isso, não teria derretido eleitoralmente, como aconteceu. https://t.co/BkzlZXEltF",2018-10-04 23:22:35+00:00,marino certo o perguntar querer calar sumir e calar o o o invés colocar o bocar o trombone derreter eleitoralmente comer acontecer,1.0
"é lógico que a branquinha, privilegiada de classe média alta vai votar no bolsonaro né kkkkkkkkkkkkkkkk e é lógico que ela só pensa no nariz dela",2018-10-04 22:14:12+00:00,lógico o branco privilegiar classe médio alto votar o bolsonaro né kkkkkkkkkkkkkkkk e lógico só pensar o nariz d,-1.0
Marina Silva a Candidata mais preparada para governar o  Brasil#DebateNaGlobo,2018-10-04 23:19:53+00:00,marino silvar o candidato preparar parir governar o brasil#debatenaglobo,1.0
#DebateNaGlobo Marina repete que Bolsonaro amarelou e é aplaudida https://t.co/KutxOFYWeS,2018-10-04 23:30:11+00:00,debatenaglobo marino repetir bolsonaro amarelar e aplaudir,0.0
"Há uma diferença entre ir a um debate e discutir por horas e dar uma entrevista em casa. A vantagem política em dar a entrevista levanta suspeitas. Mas não se pode confundir as coisas ou ignorar o fato de que a recomendação médica existe. Salvo prova em contrário, é séria.",2018-10-05 00:25:31+00:00,haver umar diferençar entrar o debater e discutir horar e umar entrevisto casar o vantagem político o entrevisto levantar suspeito confundir o ignorar o fato o recomendação médico existir salvar provar contrário sério,-1.0
"Vai na record mas n vem no debate cm desculpa q o médico n deixou

CAGAO DEMAIS HSHEHEUDUSUA https://t.co/DgOV79m0zk",2018-10-04 22:45:05+00:00,o record n vir o debater cm desculpar q o médico n deixar cagao hsheheudusua,-1.0
Ciro Gomes deve fazer um esforço fora de sério para não sair do controle.,2018-10-04 23:27:02+00:00,ciro gomar dever esforçar sério parir sair controlo,-1.0
"@AnaGald00441121 Poxa minha senhora. Teu candidato não vai ao debate, não assiste o debate. Imagina só se o eleitor… https://t.co/kaAtmrLFjz",2018-10-05 00:38:01+00:00,@anagald00441121 poxa senhor candidatar o o debater assistir o debater imaginar só o eleitor …,-1.0
eu tô rindo mt cm esse debate KKKKKKKKKKK,2018-10-04 22:21:42+00:00,tô rir mt cm debater kkkkkkkkkkk,1.0
"Se a esquerda se unir e no lugar de votar em Ciro ficar com o #HaddadÉ13 q está mais perto, temos muitas chances de vencer até no 1º turno, mas se o povo ir para o Ciro que esta longe, corremos um serio risco do coiso ganha no 1ºturno https://t.co/OWTqApvGn6",2018-10-05 00:22:31+00:00,o esquerdo unir e o votar ciro ficar o haddadé13 q chance vencer o 1º turno o parir o ciro correr seriar riscar coiso ganhar o 1ºturno,0.0
"Eu amo a marina. Sinceramente não esperava simpatizar tanto com ela, mas é uma pena que: ainda não é a hora dela, ainda...",2018-10-05 00:49:23+00:00,amar o marino sinceramente esperar simpatizar umar peno o horar d,1.0
Chamaram esse doente do Álvaro Dias e não chamaram o Amoedo? Pqp hein Globo,2018-10-04 22:57:16+00:00,chamar doente álvaro e chamar o amoedar pqp hein globo,-1.0
Álvaro Dias redigindo a cartinha pro Lula #DebateNaGlobo https://t.co/M4vsctITkZ,2018-10-04 23:04:16+00:00,álvaro redigir o carta pro lula debatenaglobo,0.0
o boulos falando sobre a ditadura militar deve ser tombado como patrimônio brasileiro #DebateNaGlobo https://t.co/baqJ4sHuxL,2018-10-05 00:04:39+00:00,o boulos falar sobrar o ditadura militar dever tombar comer patrimônio brasileiro debatenaglobo,1.0
Eu chegando dia 07 no meu colégio eleitoral com as minhas amigas para votar no Ciro #tsunamiCIRO https://t.co/t86nNi1RYl,2018-10-04 22:00:03+00:00,chegar 07 o colégio eleitoral o amigo parir votar o ciro tsunamiciro,1.0
"Ciro e Boulos falando contra prender mais. Depois o Bolsonaro ganha no primeiro turno e ninguém entende, né?",2018-10-04 23:24:00+00:00,ciro e boulos falar prender o bolsonaro ganhar o turno e ninguém entender né,-1.0
O ALVARO DIAS NAO CONSEGUIU PERGUNTAR E O MEIRELLES TEM QUE RESPONDER UMA PERGUNTA QUE NAO ACONTECEU,2018-10-04 22:30:38+00:00,o alvaro nao conseguir perguntar e o meirelles responder umar perguntar nao acontecer,-1.0
Ao vivo do #DebateNaGlobo. Acompanhe! #HaddadÉ13 https://t.co/9oOSYBEF55,2018-10-04 23:26:16+00:00,o o viver debatenaglobo acompanhar haddadé13,0.0
"@denisefermino Comecei assim, mas depois de ver e ler várias entrevistas de Ciro, me apaixonei. Heheheheh #ciro12 #TsunamiCIRO",2018-10-04 23:05:51+00:00,@denisefermino começar e ler entrevisto ciro apaixonar heheheheh ciro12 tsunamiciro,1.0
"até q a proposta do haddad em questão de educação n é ruim, eu fui ler o projeto de governo delr antes de ontem e m… https://t.co/nMyQjyV4CK",2018-10-04 23:54:07+00:00,q o proposto haddad educação n ruim ler o projeto governar delr antar e m …,1.0
O Boulos está on fire hoje #DebateNaGlobo,2018-10-05 00:32:19+00:00,o boulos on fire debatenaglobo,1.0
A FELICIDADE DO ALVARO DIAS TOMANDO ESPORRO DO BONNER,2018-10-04 23:05:14+00:00,o felicidade alvaro tomar esporro bonner,-1.0
"Chora folha lixo!
#RecordTV",2018-10-04 21:57:19+00:00,chorar folhar lixar recordtv,-1.0
"Tá usando muito imposto Marina,  chega! Kkjkk
#DebateNaGlobo",2018-10-05 00:30:38+00:00,tá impor marino chegar kkjkk debatenaglobo,-1.0
boulos vc quer o mundo? eu te dou,2018-10-04 22:37:23+00:00,boulos vc querer o mundo,1.0
"Ah não, Alckmin e Alvaro Dias calibrado de novo...",2018-10-05 00:22:58+00:00,ah alckmin e alvaro calibrar,-1.0
Esse debate sem Bolsonaro e Daciolo é mais ou menos como assistir Suiça x Arábia Saudita na Copa do Mundo,2018-10-05 00:40:44+00:00,debater bolsonaro e daciolo comer assistir suiça x arábio saúde o copar mundo,-1.0
"Porra, a Globo não consegue acompanhar o Álvaro Dias com a câmera. O candidato tem que se enquadrar, literalmente.",2018-10-04 23:12:44+00:00,porra o globo conseguir acompanhar o álvaro o câmera o candidatar enquadrar literalmente,-1.0
"Gente se PT perdôo os golpistas, ele vai perdoar vc se votar no Ciro 12.
#TsunamiCiro https://t.co/7UPEEM4Ust",2018-10-04 22:43:25+00:00,gente pt perdôo o golpista perdoar vc votar o ciro 12 tsunamiciro,0.0
"Meireles está soletrando kkkkkkkkkkkkkk o véio vai ter um derrame
#DebateNaGlobo",2018-10-04 23:00:11+00:00,meireles soletrar kkkkkkkkkkkkkk o véio derramar debatenaglobo,-1.0
ÁLVARO DIAS JÁ É O NOME DESSE DEBATE,2018-10-04 22:24:03+00:00,álvaro o d debater,1.0
"Nada como ter 1% nas pesquisas e sair só dando a real na galera. Boulos é o único que tá solto nesse debate. Álvaro também, mas porque tá chapado de alguma coisa.",2018-10-04 23:41:51+00:00,nado comer 1 o pesquisar e sair só o real o galera boulos o único tá soltar n debater álvaro tá chapar algum,-1.0
meireles com certeza esqueceu o nome do alvaro dias kkkkkk,2018-10-04 22:55:42+00:00,meireles esquecer o alvaro kkkkkk,-1.0
"Pelo menos nos números das transmissões online, Bolsonaro está ganhando de lavada. Há muito mais pessoas assistindo o streaming da entrevista dele do que pessoas assistindo o debate com todos os outros candidatos. #BolsonaroNaRecord",2018-10-04 22:39:06+00:00,pelar o transmissão online bolsonaro ganhar lavar haver pessoa assistir o streaming entrevisto d pessoa assistir o debater o candidato bolsonaronarecord,1.0
@lsentoes se o Alckimin renunciar ou não todos dos o seus eleitores já sabem que ir ao votar no 17 Bolsonaro no dom… https://t.co/EmgLyAqw6D,2018-10-05 00:19:51+00:00,@lsentoes o alckimin renunciar o eleitor o o votar o 17 bolsonaro o dom …,1.0
Haddad fazendo dobradinha com Boulos pra espalhar Fake News. #DebateNaGlobo,2018-10-05 00:25:30+00:00,haddad dobradinha boulos pra espalhar fake news debatenaglobo,-1.0
ciro ciro ôôô ciro,2018-10-04 22:07:08+00:00,ciro ciro ôôô ciro,1.0
"A que ponto nós chegamos???
Canalhas!!!!!",2018-10-05 00:05:59+00:00,o pontar nó chegar canalha,-1.0
"o alvaro dias é o maior tiozão bêbado desse debate, só repete bobagens, não escuta ninguém, fala coisa burra, não respeita ninguém etc",2018-10-04 23:04:54+00:00,o alvaro o tiozão bêbado d debater só repetir bobagem escutar ninguém falir burro respeitar ninguém etc,-1.0
"@le0crf as ideias de política dele são boas, ele sabe o que está falando ao contrário do bolsonaro né, está respond… https://t.co/UB9avbs97R",2018-10-05 00:22:27+00:00,@le0crf o ideia político d o falar o o contrário bolsonaro né respond …,-1.0
"Segundo turno (Datafolha):

Salnorabo 44% x Haddad 43%
Alckmin 43% x Salnorabo 42%
Ciro Gomes 48% x Salnorabo 42%

Ciro Gomes é o único candidato que vence Salnorabo fora da margem de erro. Votem Ciro 12. https://t.co/0lRuWN3PL5",2018-10-04 22:27:14+00:00,segundar turno datafolha salnorabo 44 x haddad 43 alckmin 43 x salnorabo 42 ciro gomar 48 x salnorabo 42 ciro gomar o único candidatar vencer salnorabo margem errar votar ciro 12,1.0
"Boulos, eu vou votar no Ciro pensando em você.",2018-10-05 00:01:26+00:00,boulos votar o ciro pensar,1.0
"E esse Boulos dizendo que o aumento de policial é algo ruim... Vem morar em Itabuna, vá morar no hell de janeiro",2018-10-04 23:19:50+00:00,e boulos o aumentar policial ruim vir morar itabuna morar o hell janeiro,-1.0
@eduardafrizzera Porque o Ciro vota 17 😉,2018-10-05 00:13:03+00:00,@eduardafrizzera o ciro votar 17 😉,0.0
"boulos meu crush
boulos minha utopia",2018-10-04 22:30:26+00:00,boulos crush boulos utopia,1.0
"CIRO CUTUCANDO O BOLSONARO AO VIVO ""E MINHA FILHA NÃO VEIO DE UMA FRAQUEJADA"" PISA MAAAISSS #DebateNaGlobo",2018-10-05 00:10:05+00:00,ciro cutucar o bolsonaro o o viver e filho vir umar fraquejar pisar maaaisss debatenaglobo,1.0
Álvaro o que foi isto? O que não falou na primeira vez falou com força na segunda,2018-10-04 22:41:49+00:00,álvaro o o falar o falar forçar o,-1.0
"A fala de Boulos foi a mais necessária e precisa até agora! DITADURA NUNCA MAIS - O Boulos 
https://t.co/fjRvzCTvQK",2018-10-05 00:03:32+00:00,o falir boulos o necessário e preciso ditadura o boulos,1.0
"O Ciro fala com TANTA propriedade sobre TUDO. Eu não entendo como esse homem não tem 39% dos votos, sério #DebateNaGlobo",2018-10-05 00:48:58+00:00,o ciro falir propriedade sobrar entender comer homem 39 voto sério debatenaglobo,1.0
"esse vídeo sobre o Haddad foi bloqueado no youtube.
espalhem enquanto é tempo! https://t.co/szkiOanaba",2018-10-04 23:51:11+00:00,vídeo sobrar o haddad bloquear o youtube espalhar,0.0
"Boulos dizendo na cara de Alckmin alguns dos absurdos da reforma trabalhistas, como o de permitir que mulheres grávidas trabalhem em locais insalubres. #BoulosNaGlobo #DebateNaGlobo",2018-10-04 22:49:27+00:00,boulos o caro alckmin algum absurdo reformar trabalhista comer o permitir mulher grávido locar insalubre boulosnaglobo debatenaglobo,1.0
"“Tenho orgulho da minha filha, que não foi resultado de uma fraquejada” O MASSACRE DO CIRO NÃO PARA NO @ #DebateNaGlobo",2018-10-05 00:19:01+00:00,“ orgulhar filho resultar umar fraquejar o massacrar ciro parir o debatenaglobo,1.0
"""pra quem veio no outro debate com uma sonda pendurada, isso aqui nao é nada"" SERA QUE O SALNORABO SENTIU A INDIRETA?  #DebateNaGlobo",2018-10-04 23:36:22+00:00,pra vir o debater umar sondar pendurar nao nado sera o salnorabo sentir o indireta debatenaglobo,-1.0
"- quem o senhor quer chamar pra pergunta, candidato alvaro dias?
- fernando hadjadaji",2018-10-05 00:35:43+00:00,o senhor querer chamar pra perguntar candidatar alvaro fernando hadjadaji,-1.0
"Caralho Boulos, parabéns
Eu to chorando",2018-10-04 22:35:39+00:00,caralho boulos parabém to chorar,1.0
essa fala do boulos precisa ser eternizada. ditadura nunca mais e o fascismo não sobreviverá a democracia #DebateNaGlobo https://t.co/WvcbLPQ19b,2018-10-04 23:22:25+00:00,falir boulos preciso eternizar ditadura e o fascismo sobreviver o democracia debatenaglobo,1.0
@naosalvo Machuuuu... O Meireles tá gagá bicho!!! Pobi véi...,2018-10-04 22:29:57+00:00,@naosalvo machuuuu o meireles tá gagá bichar pobi véi,-1.0
Ciro engoliu um inseto,2018-10-04 23:17:02+00:00,ciro engolir inseto,-1.0
"Amor sem beijinho
Buchecha sem Claudinho
Debate sem Daciolo
Sou eu assim sem você",2018-10-04 23:18:59+00:00,amor beijo buchecha claudinho debater daciolo,-1.0
"@doisdedosdeteo Tu tá fazendo campanha pra ele ou pro Boulos? Rsrs.... Eu hein. 
Pegam fala do camarada há 10 anos… https://t.co/ZUNKtKKIHu",2018-10-05 00:06:38+00:00,@doisdedosdeteo tá campanha pra pro boulos rsrs .... hein falir camarada haver 10 …,0.0
"Guilherme Boulos tinha que ganhar a eleição, cara é brabo",2018-10-04 23:59:05+00:00,guilherme boulos ganhar o eleição caro brabo,1.0
a eleição do ciro tá na mão de um bando de adolescente emocionado que acha que meme convence alguém a fazer alguma coisa (fora eles mesmos) é isso?,2018-10-04 22:05:36+00:00,o eleição ciro tá o mão bandar adolescente emocionar achar meme convencer alguém o algum,-1.0
Purpurinaço 12! As POCS estão com Ciro! 🏳🌈 ❤ #CiroSim #Ciro12 https://t.co/hN6HkT2q4y,2018-10-05 00:19:50+00:00,purpurinaço 12 o pocs ciro 🏳 🌈 ❤ cirosim ciro12,1.0
"meirelles acordando pra ir pro debate 
#DebateNaGlobo https://t.co/DgVJGOOHl1",2018-10-05 00:25:32+00:00,meirelles acordar pra pro debater debatenaglobo,0.0
"debate agora, massacra eles ciro",2018-10-04 22:05:52+00:00,debater massacrar ciro,1.0
Boulos esmurrando,2018-10-05 00:32:37+00:00,boulos esmurrar,1.0
"No debate de hoje, estamos vendo:

ALCKMIN espalha FAKE NEWS contra BOLSONARO

BOULOS espalhando FAKE NEWS contra BOLSONARO

HADDAD espalhando FAKE NEWS contra BOLSONARO

MARINA espalhando FAKE NEWS contra BOLSONARO

CIRO GOMES espalhando FAKE NEWS contra BOLSONARO 

CADÊ O TSE?",2018-10-05 00:02:49+00:00,o debater alckmin espalhar fake news bolsonaro boulos espalhar fake news bolsonaro haddad espalhar fake news bolsonaro marino espalhar fake news bolsonaro ciro gomar espalhar fake news bolsonaro cadê o tse,-1.0
"Pesquisa datafolha:
Bolsonaro: 35%
Haddad: 22%
Ciro: 11%

Eu vou falar uma parada bem seria.   Ciro não cresce a 5 pesquisas. Está a três pesquisas com 11%.
 
Se a esquerda não abrir o olho não vai ter segundo turno para brigar.
Voto útil é  no Haddad sim.",2018-10-04 22:01:22+00:00,pesquisar datafolha bolsonaro 35 haddad 22 ciro 11 falar umar parar seriar ciro crescer o 5 pesquisar o pesquisar 11 o esquerdo abrir o olhar segundar turno parir brigar votar útil o haddad,1.0
Posso até gostar de alguém mas eh vc que eu amo... ciro gomes,2018-10-04 22:11:48+00:00,gostar alguém eh vc amar ciro gomar,1.0
"Bolsonaro = Amarelão!
#DebateNaGlobo https://t.co/8ijn3YFP0Q",2018-10-05 00:14:05+00:00,bolsonaro amarelão debatenaglobo,-1.0
"Queria ver o Cabo Daciolo invadindo esse debate em cima de um cavalo branco, com uma espada na mão e a cabeça da estatua da liberdade da Havan na outra",2018-10-05 00:45:41+00:00,querer o cabo daciolo invadir debater cavalar branco umar espadar o mão e o cabeça estatuir liberdade havan o,1.0
Meia noite e eu girando foto para corrigir a boca de Geraldo Alckmin. https://t.co/DGq1mW5APp,2018-10-05 00:01:22+00:00,e girar foto parir corrigir o bocar geraldo alckmin,-1.0
"O mais triste de ver um cara como o Boulos dentro dessa conjuntura política é saber que a gente precisaria de uns 10, 15 anos pra construir uma consciência social que entenda o valor do que ele propõe.
#DebateNaGlobo",2018-10-05 00:20:29+00:00,o triste caro comer o boulos d conjuntura político o gente precisar 10 15 pra construir umar consciência social entender o propor debatenaglobo,-1.0
#HaddadÉ13 no #debateGlobo #Eleições2018 Ao Vivo! #ProDiaNascerFeliz #ManuNoJaburu https://t.co/NXvU9YUdDN,2018-10-04 22:40:28+00:00,haddadé13 o debateglobo eleições2018 o o viver prodianascerfeliz manunojaburu,0.0
mermao Álvaro vá p casa tomar seu Dreher vá,2018-10-05 00:36:35+00:00,mermao álvaro p casar tomar dreher,-1.0
Ciro hoje tá com tosse vamo lá levar xarope pra ele durante o próximo intervalo #TsunamiCiro,2018-10-04 23:17:14+00:00,ciro tá tossir levar xaropar pra durante o intervalar tsunamiciro,0.0
